Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151
104974-001-012_S1_L001_1 - Adapter 1	0.5830169462305237	0.693263346782492	1.0747980562586994	2.117062087452397	8.014859120406332	30.734943858455257	127.64872318326708	508.1618911174785	1978.2292263610316	9043.94495412844	36711.92660550459	153129.6296296296	159959.6296296296	148889.25925925924	147658.14814814815	174000.37037037036	125555.55555555555	138231.48148148146	133405.18518518517	149436.66666666666	154505.18518518517	126654.8148148148	165345.18518518517	152546.2962962963	159501.48148148146	163614.8148148148	146915.55555555553	153483.7037037037	169692.59259259258	139945.92592592593	161114.44444444444	153480.37037037036	157086.66666666666	188288.14814814815	139054.8148148148	172963.3333333333	131875.18518518517	150450.37037037036	149774.8148148148	123924.8148148148	130823.7037037037	123965.92592592591	131814.8148148148	118028.88888888888	128217.03703703702	110675.18518518518	179961.85185185185	47954.81481481481	101222.96296296296	161128.5185185185	95288.14814814815	47856.29629629629	130496.29629629629	55981.85185185185	58659.62962962963	102349.25925925926	97367.4074074074	44725.18518518518	60627.4074074074	42914.444444444445	64944.07407407407	21982.22222222222	23179.25925925926	56869.259259259255	35233.33333333333	21142.222222222223	31495.925925925923	48002.59259259259	12261.85185185185	22457.407407407405	18927.037037037036	19488.148148148146	1248.5185185185185	1952.9629629629628	7667.407407407407	12533.703703703703	13670.0	13471.48148148148	13424.814814814814	13132.962962962962	11970.0	10598.518518518518	9956.666666666666	9067.037037037036	8750.0	8382.962962962962	8012.222222222222	7307.0370370370365	7072.222222222222	6355.555555555555	5368.148148148148	4659.62962962963	3925.9259259259256	3593.333333333333	3394.074074074074	3256.6666666666665	3087.7777777777774	2918.8888888888887	2614.074074074074	2332.9629629629626	1917.037037037037	1589.6296296296296	1294.074074074074	1214.8148148148148	1021.4814814814814	992.5925925925925	976.6666666666666	931.8518518518517	810.7407407407406	687.7777777777777	516.6666666666666	432.2222222222222	362.59259259259255	265.18518518518516	227.77777777777777	222.96296296296296	197.4074074074074	168.88888888888889	115.55555555555554	109.99999999999999	90.74074074074073	81.48148148148148	54.07407407407407	47.407407407407405	37.77777777777778	32.96296296296296	31.11111111111111	33.33333333333333	27.777777777777775	23.703703703703702	21.11111111111111	29.629629629629626	22.59259259259259	27.407407407407405	13.703703703703702	30.74074074074074	23.703703703703702	25.925925925925924	33.7037037037037	40.0	24.074074074074073	43.7037037037037	33.33333333333333	31.11111111111111	42.59259259259259	30.370370370370367	92.96296296296296	111.85185185185185	912.5925925925925	390287.77777777775	5099.259259259259
104974-001-012_S1_L001_2 - Adapter 1	0.6540992242022743	0.8461623588926108	1.3382269635414896	2.6548157019220278	8.609044857172917	29.97080997833133	127.42308656566742	507.36389684813753	1938.5329512893982	8902.5	37052.84403669725	145650.37037037036	160559.6296296296	145108.5185185185	148222.96296296295	157730.37037037036	130993.33333333333	137825.18518518517	142690.0	132854.07407407407	146037.03703703702	144898.5185185185	149589.6296296296	155839.25925925924	175929.6296296296	142595.92592592593	144970.74074074073	157157.4074074074	147564.07407407407	152296.66666666666	159868.88888888888	153676.2962962963	153969.6296296296	172299.25925925924	151738.88888888888	150287.4074074074	145034.8148148148	150517.03703703702	141115.55555555553	131135.55555555553	132579.25925925924	121044.07407407407	125851.85185185184	120438.51851851851	112415.92592592591	117730.37037037036	118451.85185185184	106403.33333333333	90265.55555555555	89512.96296296296	87814.8148148148	81004.44444444444	81608.88888888889	82332.96296296296	73223.33333333333	70640.74074074073	63396.29629629629	62400.74074074074	58624.07407407407	45591.85185185185	49508.51851851852	44670.74074074074	46175.555555555555	41645.92592592592	50234.07407407407	39568.88888888888	29878.51851851852	26058.51851851852	30727.037037037036	28635.185185185182	23166.666666666664	21297.777777777777	21650.37037037037	21492.96296296296	30316.666666666664	21070.74074074074	15372.22222222222	4596.296296296296	9342.22222222222	11428.148148148148	10831.11111111111	9696.296296296296	9290.74074074074	8480.74074074074	8331.851851851852	7900.3703703703695	7638.148148148148	6997.407407407407	6758.148148148148	6068.148148148148	5188.148148148148	4760.0	3845.555555555555	3527.7777777777774	3349.6296296296296	3241.8518518518517	3053.333333333333	2856.6666666666665	2581.4814814814813	2361.8518518518517	1926.6666666666665	1604.4444444444443	1306.2962962962963	1191.111111111111	1008.8888888888888	972.5925925925925	977.4074074074074	940.3703703703703	834.4444444444443	712.2222222222222	555.5555555555555	463.7037037037037	405.18518518518516	283.7037037037037	260.0	257.037037037037	197.03703703703704	181.1111111111111	165.92592592592592	154.07407407407408	95.55555555555554	100.74074074074073	78.88888888888889	68.14814814814814	75.92592592592592	122.59259259259258	68.14814814814814	42.22222222222222	50.37037037037037	61.11111111111111	46.666666666666664	83.33333333333333	33.33333333333333	30.74074074074074	55.925925925925924	38.148148148148145	44.44444444444444	62.96296296296296	72.22222222222221	59.629629629629626	63.7037037037037	141.11111111111111	121.48148148148147	79.25925925925925	104.07407407407406	71.85185185185185	90.0	150.37037037037035	1018.8888888888888	388281.85185185185	4882.592592592592
104974-001-013_S1_L001_1 - Adapter 1	0.510865001171652	0.5785138361449482	0.8228431732455141	1.5002288372033201	5.640980202448648	21.238474158677896	88.76774975419019	347.21393944937347	1384.1053787047201	6319.033674963397	25857.36842105263	106330.46511627907	113953.72093023256	102011.3953488372	101591.16279069768	119169.76744186047	89077.44186046511	96230.69767441861	91279.06976744186	104918.13953488372	107125.11627906977	89220.0	119548.13953488372	111927.44186046511	117585.34883720931	121540.0	109435.58139534884	116509.06976744186	129375.34883720931	112634.18604651163	123860.46511627907	125290.69767441861	128128.6046511628	151425.3488372093	137245.58139534885	137634.18604651163	125089.3023255814	135087.2093023256	136467.44186046513	134167.44186046513	122018.13953488372	130368.37209302327	140333.02325581395	128860.93023255815	137007.44186046513	139722.7906976744	204416.0465116279	72276.97674418605	134038.6046511628	136950.93023255814	145164.18604651163	96051.86046511629	167208.6046511628	105402.79069767443	116476.74418604652	144851.39534883722	163517.44186046513	103800.69767441861	137165.58139534885	123342.09302325582	134803.48837209304	77045.58139534884	71677.67441860466	149936.27906976745	120949.76744186047	86538.37209302327	89006.97674418605	172981.16279069768	69001.86046511628	98982.09302325582	64236.04651162791	53780.0	5176.046511627907	12109.534883720931	35891.62790697675	49752.558139534885	51861.62790697675	50829.53488372093	51551.62790697675	51693.023255813954	47243.48837209302	41335.348837209305	39746.976744186046	36296.976744186046	34691.86046511628	32495.348837209305	30786.97674418605	28758.837209302328	26289.767441860466	23673.25581395349	19446.976744186046	16796.511627906977	14167.906976744187	12606.511627906977	11300.232558139536	10878.837209302326	10129.06976744186	8947.209302325582	7904.883720930233	7198.604651162791	5519.302325581396	4647.209302325582	3617.906976744186	3367.4418604651164	2840.4651162790697	2653.953488372093	2543.2558139534885	2389.3023255813955	2048.3720930232557	1728.372093023256	1385.8139534883721	1050.2325581395348	902.3255813953489	644.186046511628	579.0697674418604	486.74418604651163	415.81395348837214	358.37209302325584	275.58139534883725	215.34883720930233	178.13953488372093	160.2325581395349	128.37209302325581	89.53488372093024	96.04651162790698	64.88372093023256	58.83720930232558	57.44186046511628	61.86046511627907	40.697674418604656	32.55813953488372	45.58139534883721	33.95348837209303	44.651162790697676	21.16279069767442	22.093023255813954	27.906976744186046	27.209302325581397	24.186046511627907	110.69767441860465	26.74418604651163	43.48837209302326	46.04651162790698	38.139534883720934	57.906976744186046	48.139534883720934	121.62790697674419	150.0	1254.6511627906978	503719.30232558143	32326.04651162791
104974-001-013_S1_L001_2 - Adapter 1	0.5899306883101554	0.7415695206311013	1.1364707794846785	2.061860716208641	6.251370165477403	20.88628217660476	88.48878421329431	347.3785786152017	1373.754116355653	6166.251830161054	26617.894736842103	100049.53488372093	113568.83720930234	99399.06976744186	101400.0	110369.06976744186	91770.23255813954	95511.3953488372	97244.88372093024	94169.53488372093	102097.67441860466	100572.09302325582	108999.3023255814	113060.69767441861	129094.18604651163	106888.83720930234	107789.06976744186	119065.34883720931	115066.04651162791	118867.9069767442	123475.11627906977	126406.74418604652	139601.62790697676	144273.2558139535	124563.2558139535	128012.32558139536	132373.2558139535	154531.16279069768	112630.23255813954	131365.11627906977	131985.11627906977	119073.02325581395	140545.3488372093	121096.97674418605	127969.3023255814	136844.18604651163	144290.23255813954	141721.16279069768	113977.67441860466	119535.34883720931	125469.3023255814	116734.6511627907	124492.09302325582	133841.86046511628	117217.44186046511	122064.18604651163	118143.2558139535	124311.16279069768	115490.23255813954	97187.67441860466	109363.95348837209	100530.46511627907	110728.6046511628	103007.67441860466	128381.16279069768	107352.79069767443	86435.34883720931	78835.58139534884	92052.79069767443	88882.79069767443	74010.46511627907	67796.97674418605	73662.55813953489	72844.18604651163	106824.41860465116	79432.09302325582	63740.232558139534	19938.13953488372	34503.25581395349	43308.139534883725	41315.58139534884	36904.88372093024	35829.06976744186	32972.32558139535	31848.372093023256	30068.372093023256	28722.558139534885	27014.18604651163	24833.953488372095	22390.93023255814	18722.558139534885	16628.837209302324	13770.93023255814	12339.534883720931	11170.232558139536	10493.023255813954	9842.79069767442	8692.32558139535	7701.162790697675	7147.906976744186	5579.767441860466	4670.930232558139	3607.6744186046512	3290.697674418605	2795.3488372093025	2599.3023255813955	2548.3720930232557	2381.1627906976746	2070.697674418605	1772.5581395348838	1398.372093023256	1083.7209302325582	918.6046511627908	650.4651162790698	610.6976744186047	527.2093023255815	426.27906976744185	385.34883720930236	325.58139534883725	268.13953488372096	200.69767441860466	184.4186046511628	151.86046511627907	122.55813953488372	117.44186046511628	142.55813953488374	95.58139534883722	68.6046511627907	76.04651162790698	72.09302325581396	52.093023255813954	89.53488372093024	42.093023255813954	56.27906976744186	50.93023255813954	39.06976744186046	55.348837209302324	66.51162790697674	89.76744186046513	136.97674418604652	73.48837209302326	143.02325581395348	138.6046511627907	118.83720930232559	154.4186046511628	128.6046511627907	179.06976744186048	248.13953488372093	1935.5813953488373	501134.88372093026	31480.697674418607
104974-001-014_S1_L001_1 - Adapter 1	0.5275748742993572	0.5998684209200081	0.860891793439327	1.575838615694892	6.498872030786924	25.457970245204287	112.37268143080416	437.08421797593775	1764.9740443605474	8019.094339622641	32879.84848484849	132523.33333333334	149074.24242424243	125787.57575757576	127673.33333333334	146186.9696969697	112190.9090909091	124839.09090909091	115381.51515151515	131617.87878787878	136520.60606060608	111191.81818181819	145021.51515151517	139161.81818181818	146383.9393939394	151606.6666666667	133430.0	148006.0606060606	165811.81818181818	142980.0	159566.9696969697	158099.696969697	157515.7575757576	187999.39393939395	163460.0	163044.54545454547	140960.0	169469.0909090909	154070.0	160282.12121212122	146747.27272727274	136987.27272727274	140632.42424242425	134807.27272727274	128386.06060606061	140393.33333333334	198883.0303030303	64967.27272727273	121683.63636363637	106258.78787878789	114135.15151515152	95342.12121212122	112052.42424242425	94824.8484848485	94988.78787878789	90595.45454545454	89333.63636363637	70365.15151515152	78195.45454545454	82326.9696969697	57257.27272727273	58033.63636363637	51257.57575757576	67245.15151515152	62987.57575757576	57692.72727272728	38898.78787878788	67181.81818181819	58479.39393939394	59602.42424242425	26426.666666666668	19883.030303030304	2601.2121212121215	5148.181818181818	15132.121212121214	19831.515151515152	19656.363636363636	18813.636363636364	19830.909090909092	20181.515151515152	19009.09090909091	16051.515151515152	15474.848484848486	13914.848484848486	13513.636363636364	12922.424242424244	12019.39393939394	11388.181818181818	10766.666666666668	10064.848484848486	8278.484848484848	7284.242424242425	6008.484848484849	5567.575757575758	5450.909090909091	5344.545454545455	5175.757575757576	4686.969696969697	4158.484848484849	3974.2424242424245	3127.878787878788	2686.3636363636365	2124.5454545454545	2182.1212121212125	1924.848484848485	1934.848484848485	1979.6969696969697	2008.787878787879	1647.2727272727273	1401.2121212121212	1170.0	890.909090909091	780.6060606060606	571.8181818181819	496.969696969697	460.90909090909093	412.1212121212121	344.54545454545456	265.1515151515152	204.54545454545456	168.7878787878788	174.24242424242425	122.42424242424244	86.06060606060606	71.21212121212122	58.18181818181819	60.303030303030305	45.45454545454546	46.06060606060606	38.18181818181819	30.0	26.969696969696972	26.969696969696972	50.0	16.666666666666668	20.0	20.606060606060606	17.575757575757578	18.181818181818183	123.33333333333334	34.54545454545455	28.484848484848488	43.333333333333336	50.303030303030305	65.75757575757576	65.75757575757576	190.60606060606062	264.54545454545456	2514.848484848485	1177443.6363636365	38552.42424242425
104974-001-014_S1_L001_2 - Adapter 1	0.6096868870028292	0.8445749835886128	1.2044833996095652	2.376760895979446	7.372292505271228	25.15209153507026	111.8020701247383	433.60816230242983	1758.447380840019	7886.188679245283	33288.030303030304	129031.51515151515	147871.21212121213	123788.48484848485	127471.21212121213	137373.33333333334	116662.12121212122	122482.42424242425	122149.69696969698	119390.30303030304	130940.60606060606	122399.39393939395	134240.60606060608	140083.63636363638	159945.45454545456	133611.21212121213	132211.21212121213	150829.39393939395	146994.84848484848	152551.21212121213	158426.9696969697	158276.36363636365	181028.7878787879	157096.6666666667	158366.36363636365	152474.24242424243	242530.30303030304	81504.8484848485	156311.21212121213	166473.63636363638	129017.8787878788	142064.54545454547	137042.42424242425	126684.8484848485	125915.75757575758	136917.87878787878	140650.60606060608	134161.51515151517	104401.21212121213	108634.54545454546	110929.39393939395	100186.66666666667	102794.24242424243	104345.15151515152	90243.33333333334	87852.42424242424	80052.72727272728	80285.75757575758	74956.9696969697	59253.030303030304	65808.18181818182	58248.18181818182	61840.909090909096	57633.63636363637	66699.39393939394	54800.606060606064	42211.51515151515	37069.09090909091	42054.84848484849	39515.454545454544	32403.030303030304	28158.18181818182	30135.757575757576	29077.878787878788	41186.06060606061	30591.818181818184	23174.848484848488	6831.818181818182	13505.454545454546	17301.515151515152	16983.030303030304	14646.060606060606	14205.151515151516	12942.121212121212	12813.636363636364	12247.575757575758	11508.78787878788	10932.727272727274	10243.939393939394	9636.060606060606	8000.303030303031	7254.545454545455	5855.757575757576	5477.575757575758	5391.515151515152	5198.787878787879	5030.0	4606.969696969697	4098.787878787879	3979.3939393939395	3168.1818181818185	2756.060606060606	2138.787878787879	2135.4545454545455	1876.3636363636365	1895.1515151515152	1983.6363636363637	2003.0303030303032	1651.818181818182	1415.7575757575758	1182.4242424242425	902.4242424242425	780.6060606060606	590.909090909091	506.06060606060606	460.0	409.0909090909091	370.3030303030303	297.8787878787879	241.21212121212122	193.03030303030303	198.1818181818182	133.03030303030303	105.75757575757576	90.0	81.21212121212122	73.03030303030303	53.03030303030303	52.72727272727273	40.303030303030305	33.03030303030303	36.06060606060606	28.484848484848488	50.0	28.78787878787879	40.0	51.81818181818182	69.0909090909091	82.72727272727273	176.06060606060606	91.51515151515152	95.75757575757576	126.36363636363637	190.9090909090909	176.96969696969697	181.21212121212122	204.54545454545456	262.42424242424244	2366.3636363636365	1172996.3636363638	37069.09090909091
104974-001-015_S1_L001_1 - Adapter 1	0.5354121555961467	0.6091394059628059	0.8611710143397515	1.652802598464405	6.508387653767787	24.864634066233123	105.87169910474653	417.5165165165165	1644.2072072072071	7853.7935174069635	31563.221153846152	129909.23076923077	144456.15384615384	127388.46153846153	125394.42307692308	144371.34615384616	105944.03846153845	122484.61538461538	109914.80769230769	127836.15384615384	131126.53846153847	110103.84615384616	146811.53846153847	144136.53846153847	144849.8076923077	147638.0769230769	129885.1923076923	133285.5769230769	147034.23076923075	134208.65384615384	143192.5	150071.92307692306	146993.84615384616	173755.76923076922	163575.96153846153	160660.5769230769	126469.80769230769	156962.6923076923	138209.42307692306	144531.92307692306	143169.8076923077	126763.65384615384	159004.42307692306	109260.57692307692	139696.53846153847	132730.76923076922	197104.8076923077	70857.69230769231	111154.42307692308	106936.73076923077	109482.11538461538	84235.96153846153	121740.0	87527.11538461538	95556.73076923077	100989.80769230769	104262.6923076923	73033.46153846153	82630.76923076923	80159.61538461538	69432.30769230769	52804.80769230769	47072.30769230769	77070.0	67833.65384615384	55741.34615384615	45418.26923076923	80108.07692307692	44612.11538461538	53734.03846153846	30521.923076923074	25070.76923076923	2268.653846153846	4918.846153846153	15805.76923076923	22080.19230769231	22836.346153846152	22267.30769230769	21635.0	22142.69230769231	20215.576923076922	17595.76923076923	17436.153846153844	15482.692307692307	15510.192307692307	15214.038461538461	15314.23076923077	14444.807692307691	13451.346153846154	12456.346153846154	10412.692307692307	8926.538461538461	7644.615384615385	6794.038461538461	6377.692307692308	6245.961538461538	6402.307692307692	5857.307692307692	5282.692307692308	5122.115384615385	4049.230769230769	3316.9230769230767	2644.6153846153843	2713.653846153846	2268.076923076923	2183.4615384615386	2230.576923076923	2150.3846153846152	2038.8461538461538	1746.1538461538462	1359.0384615384614	1086.5384615384614	915.3846153846154	681.5384615384615	594.4230769230769	535.3846153846154	448.46153846153845	418.46153846153845	312.88461538461536	270.38461538461536	232.69230769230768	234.23076923076923	205.57692307692307	109.03846153846153	124.42307692307692	70.38461538461539	72.88461538461539	58.84615384615385	62.11538461538461	40.19230769230769	45.96153846153846	56.15384615384615	23.46153846153846	113.65384615384615	23.26923076923077	21.923076923076923	16.923076923076923	18.653846153846153	23.26923076923077	85.57692307692308	21.73076923076923	30.769230769230766	31.923076923076923	34.230769230769226	50.38461538461538	60.76923076923077	165.76923076923077	238.65384615384613	2471.153846153846	911907.8846153846	77351.34615384616
104974-001-015_S1_L001_2 - Adapter 1	0.6501127561435786	0.8134776582645744	1.2274774551862144	2.412289216407909	7.251364511327233	23.991347841183153	105.19941442540492	413.8235735735736	1604.978978978979	7760.2040816326535	31704.18269230769	122247.30769230769	144304.23076923075	123760.38461538461	125659.61538461538	133120.76923076922	107493.46153846153	121089.61538461538	114945.96153846153	114765.1923076923	123804.42307692308	122473.65384615384	133871.53846153847	145819.23076923075	155973.65384615384	130227.30769230769	125655.0	136799.42307692306	130477.11538461538	139934.8076923077	142420.96153846153	148466.53846153847	143732.5	172626.92307692306	167562.11538461538	133729.8076923077	141043.65384615384	159596.15384615384	133294.03846153847	144460.5769230769	118014.23076923077	143663.46153846153	133395.5769230769	131558.65384615384	124007.30769230769	132714.42307692306	142353.26923076922	118819.23076923077	107220.0	100620.96153846153	102307.30769230769	95167.5	100409.61538461538	100575.96153846153	96598.26923076923	94779.23076923077	85155.96153846153	84615.96153846153	78856.34615384616	58261.153846153844	65707.5	60334.230769230766	64079.230769230766	59020.192307692305	76698.07692307692	58615.96153846154	43513.07692307692	38036.53846153846	45113.653846153844	44025.57692307692	33544.80769230769	29506.346153846152	31100.576923076922	32485.76923076923	47708.653846153844	34402.11538461538	22330.96153846154	4993.846153846153	15285.192307692307	19486.153846153844	18508.076923076922	16385.0	16334.038461538461	14507.307692307691	14670.961538461537	14485.576923076922	14670.76923076923	13920.192307692307	13032.692307692307	12115.192307692307	10192.115384615385	8883.461538461539	7516.730769230769	6697.884615384615	6287.115384615385	6150.192307692308	6287.307692307692	5770.192307692308	5220.7692307692305	5101.923076923077	4051.9230769230767	3325.0	2618.076923076923	2673.846153846154	2245.7692307692305	2145.576923076923	2217.6923076923076	2137.1153846153848	2030.3846153846152	1738.6538461538462	1368.076923076923	1079.0384615384614	927.6923076923076	677.3076923076923	594.8076923076923	532.8846153846154	451.3461538461538	423.2692307692308	331.15384615384613	297.5	244.8076923076923	243.26923076923077	196.15384615384616	114.03846153846153	129.8076923076923	86.34615384615384	82.3076923076923	63.46153846153846	62.5	44.42307692307692	51.15384615384615	65.38461538461539	25.96153846153846	115.0	25.0	25.576923076923077	29.423076923076923	35.57692307692307	43.07692307692307	96.15384615384615	45.0	62.69230769230769	68.26923076923077	78.07692307692308	92.3076923076923	91.53846153846153	125.38461538461539	188.65384615384616	2214.6153846153848	908920.0	74973.07692307692
104974-001-016_S1_L001_1 - Adapter 1	0.5278725225918399	0.5919614176443755	0.8196015430161588	1.5132237957575536	6.228470610736932	24.440593151203597	108.22695478391206	424.78641019235573	1673.5723207594303	7740.369630369631	31930.88	121988.88888888889	142063.17460317462	118786.19047619047	121814.12698412698	134924.92063492065	111697.14285714286	121795.87301587302	110159.68253968254	125683.01587301587	130957.61904761905	109048.09523809524	138515.39682539683	135751.11111111112	143124.60317460317	149182.0634920635	132198.25396825396	145999.68253968254	160614.92063492065	146857.46031746033	157283.33333333334	161407.14285714287	158734.2857142857	199906.03174603175	156327.3015873016	191227.3015873016	143350.15873015873	190301.42857142858	143960.31746031746	162561.42857142858	157807.61904761905	152271.5873015873	157672.0634920635	145962.22222222222	145791.11111111112	157991.11111111112	228676.6666666667	70856.66666666667	139726.50793650793	140087.9365079365	144270.0	93857.93650793651	151198.4126984127	105847.3015873016	107642.69841269842	119085.23809523809	132160.79365079367	82780.0	105561.26984126984	95900.63492063493	91723.33333333334	56846.8253968254	51126.19047619048	103491.42857142858	78673.96825396825	56867.93650793651	50166.50793650794	103593.01587301587	43450.15873015873	55426.8253968254	31590.0	23215.873015873018	3346.3492063492063	7269.84126984127	19279.20634920635	25889.841269841272	25669.841269841272	24410.47619047619	25771.74603174603	26266.507936507936	24628.571428571428	20849.04761904762	20065.238095238095	18058.571428571428	17598.571428571428	16976.031746031746	16037.142857142857	15190.0	14472.063492063493	13318.4126984127	10897.619047619048	9526.984126984127	7994.920634920635	7513.174603174603	7102.222222222223	7044.444444444444	6823.174603174603	6223.333333333334	5622.063492063492	5393.333333333334	4139.68253968254	3558.730158730159	2782.222222222222	2920.793650793651	2573.3333333333335	2570.952380952381	2658.253968253968	2633.4920634920636	2240.15873015873	1939.3650793650795	1618.5714285714287	1236.5079365079366	1075.3968253968255	807.936507936508	744.9206349206349	627.6190476190476	531.2698412698413	469.04761904761904	354.44444444444446	275.8730158730159	232.53968253968256	212.06349206349208	169.52380952380952	93.17460317460318	103.33333333333334	60.15873015873016	60.476190476190474	56.03174603174603	68.88888888888889	35.07936507936508	29.365079365079367	35.3968253968254	25.714285714285715	65.71428571428572	17.3015873015873	16.03174603174603	15.396825396825397	13.333333333333334	14.761904761904763	227.61904761904762	27.142857142857142	27.301587301587304	33.17460317460318	51.904761904761905	37.93650793650794	50.7936507936508	133.4920634920635	199.84126984126985	1798.4126984126985	558275.7142857143	52487.93650793651
104974-001-016_S1_L001_2 - Adapter 1	0.6135792368650677	0.8374455921934837	1.179558750171305	2.2869323379807516	7.128484467612968	24.09432805992404	107.700006245316	429.1650012490632	1608.5211091681238	7673.406593406594	32906.64	117085.87301587302	140459.68253968254	116889.20634920635	121438.09523809524	134440.0	109073.49206349207	118782.85714285714	117684.28571428572	113730.0	125909.36507936509	118102.69841269842	129075.39682539683	136443.0158730159	159403.17460317462	127966.8253968254	129910.95238095238	149072.6984126984	148465.2380952381	149778.09523809524	155682.53968253967	164155.87301587302	195971.42857142858	143101.26984126985	171274.92063492065	153169.20634920636	166033.80952380953	199326.03174603175	144402.22222222222	170157.46031746033	137765.07936507938	148416.98412698414	155159.3650793651	143057.14285714287	139994.44444444444	153467.9365079365	159690.15873015873	149112.38095238095	124550.95238095238	125790.4761904762	127943.6507936508	116950.63492063493	121609.20634920635	126991.74603174604	107331.58730158731	108606.03174603175	97464.44444444445	99757.77777777778	91952.06349206349	74289.20634920635	82199.04761904762	72816.8253968254	78346.8253968254	72291.58730158731	86530.4761904762	69075.71428571429	54080.0	47060.95238095238	54557.619047619046	51448.25396825397	41593.65079365079	35528.25396825397	38409.20634920635	36391.42857142857	51178.25396825397	39079.04761904762	36295.079365079364	12852.698412698413	17096.825396825396	21478.25396825397	20829.52380952381	18169.52380952381	17703.015873015873	16071.904761904761	16003.015873015873	15479.84126984127	14753.650793650793	14024.603174603175	13436.031746031746	12433.015873015873	10406.666666666666	9380.47619047619	7724.285714285715	7321.111111111111	7035.873015873016	6703.015873015873	6632.222222222223	6094.603174603175	5513.333333333334	5419.3650793650795	4282.063492063492	3675.2380952380954	2766.190476190476	2848.253968253968	2495.0793650793653	2474.4444444444443	2624.6031746031745	2604.126984126984	2252.063492063492	1953.8095238095239	1602.5396825396826	1220.952380952381	1061.7460317460318	797.3015873015873	749.6825396825398	636.3492063492064	552.3809523809524	493.8095238095238	383.8095238095238	301.26984126984127	257.3015873015873	233.80952380952382	187.46031746031747	112.22222222222223	114.28571428571429	73.96825396825398	73.17460317460318	66.5079365079365	75.23809523809524	40.0	30.793650793650794	38.57142857142857	28.73015873015873	70.0	18.88888888888889	27.61904761904762	36.34920634920635	46.82539682539683	58.095238095238095	257.93650793650795	63.01587301587302	73.17460317460318	93.17460317460318	123.01587301587301	111.42857142857143	135.0793650793651	190.63492063492063	239.52380952380952	2296.984126984127	555178.7301587302	50989.20634920635
